date,week,day,snf,playoffs,rest,o:rest,division,o:division,conference,o:conference,team,P1,P2,P3,P4,o:team,o:P1,o:P2,o:P3,o:P4,line,total,1h diff,2h diff,1h total,2h total,div,con,d_rest
20161224,16,Saturday,0,0,5,5,AFC North,AFC West,AFC,AFC,Browns,7,10,3,0,Chargers,10,0,7,0,4.5,44,-7,4,27,10,0,1,0
20161224,16,Saturday,0,0,5,5,AFC South,AFC South,AFC,AFC,Jaguars,10,9,6,13,Titans,0,7,3,7,4.5,44,-12,-9,26,29,1,1,0
20161224,16,Saturday,0,0,5,5,NFC North,NFC North,NFC,NFC,Packers,14,14,0,10,Vikings,3,10,0,12,-7,44.5,-15,2,41,22,1,1,0
20161224,16,Saturday,0,0,4,5,NFC South,NFC South,NFC,NFC,Panthers,0,3,10,3,Falcons,13,7,3,10,3,49.5,17,0,23,26,1,1,-1
20161224,16,Saturday,0,0,5,6,AFC East,AFC East,AFC,AFC,Patriots,10,17,7,7,Jets,0,0,0,3,-17,44.5,-27,-11,27,17,1,1,-1
20161224,16,Saturday,0,0,5,5,AFC West,AFC South,AFC,AFC,Raiders,0,19,14,0,Colts,0,7,7,11,-4,53,-12,4,26,32,0,1,0
20161224,16,Saturday,0,0,8,5,NFC West,NFC West,NFC,NFC,Rams,14,0,0,7,Fortyniners,7,0,0,15,-5,40,-7,8,21,22,1,1,3
20161224,16,Saturday,0,0,5,5,NFC South,NFC South,NFC,NFC,Saints,7,6,15,3,Buccaneers,0,7,14,3,-3.5,53,-6,-1,20,35,1,1,0
20161224,16,Saturday,0,0,8,5,NFC West,NFC West,NFC,NFC,Seahawks,0,3,7,21,Cardinals,7,7,0,20,-8,44,11,-8,17,48,1,1,3
20161224,16,Saturday,0,0,5,5,AFC South,AFC North,AFC,AFC,Texans,0,0,3,9,Bengals,0,3,0,7,-2,41.5,3,-5,3,19,0,1,0
20161225,16,Sunday,1,0,6,6,AFC West,AFC West,AFC,AFC,Chiefs,21,0,0,12,Broncos,7,3,0,0,-3.5,38,-11,-12,31,12,1,1,0
20161225,16,Sunday,0,0,6,6,AFC North,AFC North,AFC,AFC,Steelers,7,0,3,21,Ravens,3,3,11,10,-5,46,-1,-3,13,45,1,1,0
20161226,16,Monday,0,0,7,7,NFC East,NFC North,NFC,NFC,Cowboys,14,7,14,7,Lions,7,14,0,0,-6.5,47,0,-21,42,21,0,1,0
20170101,17,Sunday,0,0,7,6,AFC North,AFC North,AFC,AFC,Bengals,14,6,0,7,Ravens,3,0,0,7,0,40.5,-17,0,23,14,1,1,1
20170101,17,Sunday,0,0,6,7,AFC West,AFC West,AFC,AFC,Broncos,7,10,7,0,Raiders,0,0,6,0,-1,40,-17,-1,17,13,1,1,-1
20170101,17,Sunday,0,0,7,7,NFC South,NFC South,NFC,NFC,Buccaneers,3,0,7,7,Panthers,7,0,3,6,-3.5,45,4,-5,10,23,1,1,0
20170101,17,Sunday,0,0,7,6,AFC West,AFC West,AFC,AFC,Chargers,3,7,7,10,Chiefs,3,17,14,3,5.5,45,10,0,30,34,1,1,1
20170101,17,Sunday,0,0,7,7,AFC South,AFC South,AFC,AFC,Colts,0,3,14,7,Jaguars,10,7,0,3,-5,48,14,-18,20,24,1,1,0
20170101,17,Sunday,0,0,7,7,AFC East,AFC East,AFC,AFC,Dolphins,0,7,7,0,Patriots,14,6,7,8,9,47,13,8,27,22,1,1,0
20170101,17,Sunday,0,0,9,5,NFC East,NFC East,NFC,NFC,Eagles,3,7,7,10,Cowboys,0,10,3,0,-6,44,0,-14,20,20,1,1,4
20170101,17,Sunday,0,0,7,7,NFC South,NFC South,NFC,NFC,Falcons,14,21,3,0,Saints,10,3,0,19,-7,58,-22,16,48,22,1,1,0
20170101,17,Sunday,0,0,7,7,NFC West,NFC West,NFC,NFC,Fortyniners,7,7,2,7,Seahawks,3,16,3,3,10.5,45,5,-3,33,15,1,1,0
20170101,17,Sunday,0,0,7,7,AFC East,AFC East,AFC,AFC,Jets,0,10,10,10,Bills,0,3,0,7,4,43,-7,-13,13,27,1,1,0
20170101,17,Sunday,1,0,5,7,NFC North,NFC North,NFC,NFC,Lions,0,14,0,10,Packers,0,10,7,14,3.5,50.5,-4,11,24,31,1,1,-2
20170101,17,Sunday,0,0,7,7,NFC West,NFC West,NFC,NFC,Rams,0,6,0,0,Cardinals,3,13,14,14,7,41,10,28,22,28,1,1,0
20170101,17,Sunday,0,0,7,9,NFC East,NFC East,NFC,NFC,Redskins,0,0,3,7,Giants,3,7,0,9,-8,46,10,-1,10,19,1,1,-2
20170101,17,Sunday,0,0,6,7,AFC North,AFC North,AFC,AFC,Steelers,0,7,0,14,Browns,7,7,0,7,-3.5,43.5,7,-7,21,21,1,1,-1
20170101,17,Sunday,0,0,7,7,AFC South,AFC South,AFC,AFC,Titans,7,7,7,3,Texans,0,0,10,7,-4,40.5,-14,7,14,27,1,1,0
20170101,17,Sunday,0,0,7,7,NFC North,NFC North,NFC,NFC,Vikings,7,17,0,14,Bears,0,10,0,0,-6.5,44,-14,-14,34,14,1,1,0
20170107,18,Saturday,0,1,5,5,AFC South,AFC West,AFC,AFC,Texans,10,10,0,7,Raiders,7,0,0,7,-4,37,-13,0,27,14,0,1,0
20170107,18,Saturday,0,1,5,5,NFC West,NFC North,NFC,NFC,Seahawks,0,10,0,16,Lions,0,3,3,0,-8.5,44,-7,-13,13,19,0,1,0
20170108,18,Sunday,0,1,6,6,AFC North,AFC East,AFC,AFC,Steelers,14,6,10,0,Dolphins,3,3,0,6,-11.5,47,-14,-4,26,16,0,1,0
20170108,18,Sunday,0,1,6,6,NFC North,NFC East,NFC,NFC,Packers,0,14,10,14,Giants,3,3,7,0,-5.5,46,-8,-17,20,31,0,1,0
20170114,19,Saturday,0,1,12,6,NFC South,NFC West,NFC,NFC,Falcons,0,19,7,10,Seahawks,7,3,3,7,-6,52,-9,-7,29,27,0,1,6
20170114,19,Saturday,0,1,12,6,AFC East,AFC South,AFC,AFC,Patriots,14,3,7,10,Texans,3,10,0,3,-16,45,-4,-14,30,20,0,1,6
20170115,19,Sunday,0,1,13,6,AFC West,AFC North,AFC,AFC,Chiefs,7,0,3,6,Steelers,6,6,3,3,-2,44.5,5,-3,19,15,0,1,7
20170115,19,Sunday,0,1,13,6,NFC East,NFC North,NFC,NFC,Cowboys,3,10,0,18,Packers,7,14,7,6,-5,52.5,8,-5,34,31,0,1,7
20170122,20,Sunday,0,1,7,6,NFC South,NFC North,NFC,NFC,Falcons,10,14,13,7,Packers,0,0,15,6,-6,60.5,-24,1,24,41,0,1,1
20170122,20,Sunday,0,1,7,6,AFC East,AFC North,AFC,AFC,Patriots,10,7,16,3,Steelers,0,9,0,8,-6,50,-8,-11,26,27,0,1,1
